a13725_7	1.619	1.5179925	1.3221726	1.5319307	1.130085	1.2125148	1.016	1.2303194	1.3170643	1.3904186	1.339	1.1409567	1.5762396	1.221	1.4470697	1.178634	1.399643	1.335	1.273199	1.417	1.2326941	1.122408	1.1249935	0.87967	0.8393513	0.825	0.6540196	0.5298091	0.551	0.5243413	0.5740272	0.5897447	0.7704306	0.8812756	0.9495824	0.803888	1.1473449	1.5349335	1.47738	2.3266064	2.0091584	1.9558089	1.5489029	1.2698777	1.6717355	1.3035838	   
a13725_9	0.866	0.7880543	0.586887	0.7362376	0.5747846	0.4933769	0.422	0.5411511	0.4945499	0.5163972	0.443	0.361389	0.552467	0.43	0.7121704	0.7277394	0.8647755	1.135	1.2608618	1.715	1.7714752	1.7257023	2.148043	1.8489064	1.8696877	2.069	1.8638727	1.6790734	1.339	1.0426643	0.9492084	0.798664	0.7377282	0.6992027	0.7502388	0.6628871	0.7378592	0.7722485	0.6698821	0.8016039	1.1824292	1.0957798	0.7979893	1.1311997	0.7553022	0.8319297	   
a1411_1	0.584	0.5660508	0.6539598	0.9753251	0.8426927	0.9448992	0.947	1.1853222	1.4367975	1.4628683	1.185	1.3448834	1.6873025	1.323	1.4352844	1.3667015	1.3689539	1.592	1.5092508	1.774	1.6377089	1.6106555	1.6401268	1.6593775	1.527062	1.665	1.3604606	1.2120166	0.968	1.0336368	1.1480545	0.8126468	0.6482775	0.4858867	0.4546604	0.4651197	0.4317262	0.3897105	0.340059	0.362351	0.3629839	0.3806254	0.5017573	0.5615885	0.6785131	0.6250838	   
a14195_4	1.178	1.3250471	1.3942758	1.5509059	1.5757867	1.6653054	1.216	1.5914815	1.1804124	1.8204926	1.636	1.8263051	2.2725188	1.589	1.983302	1.4496382	1.670365	2.152	1.6671669	1.622	1.2011104	1.2935752	1.3866199	0.9740346	0.8606629	1.006	0.9410893	0.7593033	0.785	0.6868344	0.4914874	0.5132506	0.556903	0.5957767	0.7315811	0.5740749	0.6789875	0.8499515	0.6539596	0.7963902	1.0246101	0.9588073	1.1079995	1.2721699	1.6515942	1.0501408	   
a14263_1	1.849	1.8143846	1.359901	1.7975835	1.3371049	1.5955478	1.232	1.4399118	1.6398232	1.7572917	1.507	1.4868575	1.8482014	1.301	1.3292164	1.1564398	1.1672827	1.128	1.0552418	1.172	0.9679482	0.932534	0.9445616	0.7773084	0.6836123	0.718	0.7480453	0.6078012	0.599	0.6943572	0.5505784	0.7320401	0.7771635	0.8985132	0.8258519	0.676621	0.9890453	1.1739132	1.1828138	1.9355802	1.9800226	2.0163929	2.3078538	1.7661386	2.0216922	1.3251777	   
a14680_4	0.584	0.4997985	0.5726341	0.5237154	0.5358162	0.6227456	0.494	0.4499724	0.8173087	0.6397159	0.685	0.5808037	0.7745929	0.728	0.9352498	0.6634928	0.8538151	0.936	0.9170652	1.223	0.9205726	1.0793824	1.1114611	1.4658501	1.5016519	1.609	1.3820949	1.4450967	1.352	1.570767	1.5935822	1.476418	1.4446777	1.320836	1.2176651	1.0163049	0.8425201	0.7041088	0.4958719	0.6113045	0.6154945	0.5874012	0.4764972	0.3254921	0.3977925	0.4091458	   
a14801_11	0.412	0.3603198	0.3395561	0.3592637	0.3312318	0.1509302	0.259	0.197751	0.1184317	0.2805501	0.369	0.4723871	1.0323159	0.606	0.8796904	1.1412542	1.9684878	0.861	0.5847833	0.905	0.8778417	1.2028473	0.7172172	1.7481443	1.9287046	0.938	1.4910982	0.3047971	0.409	0.672541	0.3179661	0.3018638	0.4097421	0.4514113	0.5970487	0.314963	0.2459531	0.4088374	0.5948189	0.9267324	1.3256804	0.9522221	2.3078538	1.2194494	2.5604744	0.4568794	   
a14801_13	0.235	0.2615224	0.2926051	0.3263733	0.4116042	0.6379655	0.57	1.2196621	0.835529	2.4555841	1.578	2.27546	4.0580693	2.433	1.8721832	3.1258919	3.395532	3.194	2.4797773	2.403	1.8355716	2.6965851	1.3748919	1.6041982	1.4106675	0.961	1.199868	0.7906795	0.479	0.4739383	0.2860757	0.3487472	0.2856653	0.2359405	0.3584256	0.290242	0.2184796	0.224741	0.1785594	0.238526	0.2780044	0.3253096	0.3329739	0.4309332	0.4808757	0.6830461	   
a14801_2	0.52	0.476552	0.6573134	0.7109373	0.7440538	0.857385	0.657	0.8265283	0.9591664	1.108327	1.029	1.0944924	1.3071255	0.983	1.2526118	1.110883	1.2505817	1.165	1.3250152	1.518	1.607983	1.3384715	1.7971027	1.7617392	1.7459164	1.771	1.363789	1.4298569	1.386	1.185598	1.1555581	0.7624733	0.8108277	0.6270201	0.6137425	0.6445754	0.5193796	0.5845658	0.4139848	0.3923297	0.5851446	0.5294513	0.5166837	0.7266268	0.5828415	0.5296164	   
a14801_20	0.336	0.2952298	0.3890222	0.2441475	0.3093121	0.3500566	0.321	0.3741876	0.4177645	0.8370258	1.096	1.235176	1.3412987	1.734	1.9462624	1.9671158	2.4573218	2.18	2.5307709	2.664	1.7315311	2.305613	1.1899491	1.3283017	1.0877141	1.242	0.8370786	0.8175733	0.904	0.5566894	0.6049797	0.5461513	0.5876818	0.5882353	0.6353463	0.5960491	0.4591996	0.4698044	0.3423336	0.3832058	0.4443214	0.3845766	0.3031211	0.3163233	0.3033797	0.2341223	   
a14801_24	2.93	4.0460428	3.6319919	4.7792193	4.6007125	4.255217	3.682	4.2131631	3.3212928	3.9878189	2.467	2.7839861	2.8178664	1.362	1.2484028	1.0781757	0.7902449	0.722	0.4474291	0.453	0.3855072	0.3872308	0.293202	0.2678995	0.1934443	0.247	0.1747381	0.1039896	0.15	0.0940354	0.1106785	0.0978795	0.0894508	0.1174316	0.2238933	0.3131318	0.33099	0.5212079	0.6630582	0.8042107	1.2564827	1.5198677	1.8060965	3.0245552	2.7820298	2.1946124	   
a14801_7	0.31	0.3045284	0.415013	0.3238433	0.2350285	0.2790306	0.268	0.3280062	0.331869	0.5503098	0.626	0.6517909	1.0892712	1.214	1.1069789	1.4005771	1.3711461	2.146	1.7230956	2.024	1.6943738	1.7556332	1.606747	1.6857676	1.6147677	1.885	1.6408736	1.5186066	1.516	1.4157966	0.8948072	0.8397899	0.8012094	0.6464124	0.7256892	0.6235168	0.4448087	0.5259896	0.3866891	0.3936331	0.4831692	0.3753573	0.425977	0.5661729	0.3612862	0.4023267	   
a16122_1	4.051	3.1057243	3.6018094	2.8007388	1.8059441	1.6944768	1.55	1.5559573	1.5799566	1.2254798	0.876	0.8415201	0.6891599	0.414	0.4857238	0.3037115	0.2970268	0.341	0.2352293	0.211	0.2368779	0.1711672	0.1705082	0.1447457	0.1311486	0.187	0.0757198	0.0744063	0.118	0.1444383	0.2157292	0.3783578	0.4241697	0.6410257	0.7197972	0.7224005	1.2742462	1.6221999	1.9505056	2.5156025	3.9139134	3.7311828	3.5559319	4.732243	5.0731134	4.1300992	   
a1700_6	0.588	0.584648	0.5575427	0.5338355	0.4286529	0.4705471	0.272	0.3647145	0.270701	0.3175457	0.456	0.302018	0.3545471	0.377	0.5446504	0.376135	0.574325	0.544	0.6867708	0.86	1.0599126	1.0382274	1.5706606	1.6033986	1.8606713	1.663	1.9229508	2.2456374	2.028	1.4977955	1.4988489	1.2494034	1.4648762	1.1581556	1.0919706	0.9613695	0.7954227	0.7148677	0.5117944	0.5878429	0.7963794	0.7480805	0.6315023	1.0269047	0.7880319	0.7421449	   
a1718_1	0.351	0.4102997	0.4426805	0.3377585	0.2459883	0.4312291	0.325	0.2924821	0.0819912	0.1926855	0.409	0.1393929	0.307559	0.244	0.5842155	0.4882746	0	0.821	0	1.041	1.0775623	1.3768205	1.7736465	1.9840557	2.2295269	1.801	2.2516248	1.8529869	1.782	1.5376664	1.4238127	1.256806	1.4283265	1.1258349	1.0841147	0.8762197	0.741784	0.6957409	0.5686605	0.5708984	0.7538896	0.6914475	0.5901676	0.5890949	0.5161232	0.4057362	   
a21885_1	1.203	1.4459285	1.5300983	1.8152936	2.0153994	2.6939139	2.484	2.754305	2.7603692	3.0089768	2.518	2.8988561	3.5169935	2.729	2.2484718	1.949594	1.6024105	1.068	1.1235077	0.803	0.9112833	1.116796	0.8227699	0.5925777	0.5680376	0.556	0.8936604	0.6203517	0.578	0.273831	0.5749652	0.3183141	0.3154822	0.4945055	0.3328939	0.259112	0.2930505	0.6192333	0.524305	0.9645316	0.7818115	1.0141231	1.1849279	1.4246011	1.7674072	1.5286141	   
a21885_19	0.622	0.6416017	0.7285783	0.7969582	0.9303717	0.9043129	0.721	1.1936111	0.687164	1.4351216	0.877	1.2364667	1.5605768	0.87	0.9066283	0.9823898	1.2812708	0.925	1.0067155	0.89	0.9735218	1.3132174	1.4957813	1.3442957	1.5303407	1.175	1.5418554	1.1860192	1.293	1.1005901	1.1330472	1.0462416	1.2099897	1.1452273	0.9859159	0.8945314	0.6305818	0.6981317	0.4970093	0.5122445	0.5062351	0.6374488	0.5982049	0.7243346	0.6281597	0.8853459	   
a21885_2	2.129	1.7748656	2.3509016	1.7697533	2.1737087	2.2195618	1.53	2.1314483	1.3482991	1.9468943	1.34	1.3616621	1.5776635	0.906	0.6911252	0.6471391	0.5567883	0.915	0.430157	0.519	0.346492	0.272184	0.2417789	0.2367112	0.2475431	0.376	0.1564322	0.1380552	0.226	0.2745833	0.1969701	0.2993962	0.3616503	0.5332902	0.5656251	0.8359337	0.7823401	1.8469408	2.2518956	3.8607329	3.8313618	5.1799302	4.7052663	5.0955563	6.3873388	4.261935	   
a21885_20	0.642	0.6044074	0.8350564	0.6704569	0.9936954	0.9068495	0.673	1.0669084	0.6559293	1.2532265	0.881	1.1396661	1.6759115	0.981	0.9621877	1.0851844	1.2363331	0.932	1.0165852	0.867	0.9790954	1.2814158	1.0266581	1.1931524	1.4221431	1.141	1.3721099	1.28463	1.229	1.0659851	1.2399739	0.9804403	1.1695925	1.0364146	0.8798613	0.9769346	0.4631244	0.6335784	0.4503791	0.5226718	0.4540334	0.6479852	0.5591666	0.6612992	0.8434208	0.8807999	   
a21885_5	1.475	1.1390756	1.7916822	1.2270627	1.1471337	1.4293977	1.385	1.759629	1.8467533	1.9530602	1.633	1.3913476	1.7399863	1.19	1.2601881	1.186811	1.0817915	1.168	0.9516093	1.072	1.0626994	0.9905251	0.9788436	0.8908658	0.9721393	1.157	0.7888175	0.7019297	0.755	0.5596986	0.6453117	0.534636	0.4626431	0.4708037	0.4959039	0.5630879	0.5206879	0.7865936	0.864364	1.3464339	1.5454131	1.9781986	2.3112984	2.4274377	2.5466273	2.0741418	   
a21885_9	0.772	0.6474133	0.6950419	0.7324425	0.670988	0.6646002	0.479	0.44642	0.4555064	0.4192837	0.397	0.3446102	0.478425	0.536	0.8451762	0.3539407	0.5633646	0.89	0.6727887	0.783	0.7227099	0.9961372	1.2431765	1.007622	1.0745992	1.267	1.3513076	1.2326353	1.309	0.93584	1.2277805	0.8792707	0.8791181	0.8608059	0.9211048	0.9805969	0.8778431	0.8774464	0.8177338	0.9788692	1.1921411	1.0931457	0.9644762	1.1953812	1.1090354	0.9864959	   
a22429_1	0.624	0.5939465	0.9968695	0.874124	0.8877499	0.8675316	0.812	1.0858545	0.7236045	1.347257	0.97	0.9964011	1.2046059	0.951	0.9335662	0.9788854	1.042334	0.933	1.0264551	0.764	0.9456538	0.9484348	1.2576111	1.2211419	1.5393572	1.15	1.3679494	1.2003626	1.257	1.1254154	1.0204929	0.824162	1.0166607	0.9868563	0.9338706	0.7690956	0.4605079	0.5367485	0.3480202	0.430129	0.4479634	0.4991593	0.5166837	0.6463999	0.6269008	0.8251106	   
a23157_1	0.465	0.4405201	0	0.3706488	0.2873923	0.3881062	0.462	0.3280062	0.1314462	0.2759256	0.613	0.2297402	0.3573949	0.56	0.7003851	0.4240279	0.7485954	0.931	0	1.259	1.3283741	1.405816	2.1949554	1.983256	2.4647747	1.832	1.9778685	1.9749059	1.81	1.041912	1.3215758	0.8858508	1.0772563	0.8726567	0.8562935	0.9027717	0.7156188	0.7136723	0.4879107	0.5656847	0.8934988	0.7256907	0.6315023	0.8343601	0.7049487	0.4875654	   
a23157_12	1.281	1.2030032	0.7445081	0.6451566	0.5382517	0.446449	0.427	0.5139159	0.3800225	0.6335499	0.545	0.6530815	0.9924472	0.689	0.8014022	0.8854357	1.0182212	1.005	1.0766263	0.95	0.9057097	0.9699475	1.2819694	1.0116205	1.1213209	0.938	1.0900326	0.9242523	0.973	0.7914018	0.7578661	0.8397899	1.2234554	1.4889032	1.4268285	1.3001378	1.2075249	2.0633139	1.8185763	2.210602	1.8282735	2.1612676	1.2331518	1.1862124	1.1405063	1.0478677	   
a23157_14	1.001	1.1704582	1.3221726	1.3371188	1.2348128	1.3520302	1.141	1.2326877	1.1660966	1.4320387	1.708	1.4365213	1.6388905	1.231	1.2433519	1.08168	0	1.098	0.9532544	1.22	0.9818822	1.0129732	1.3072298	1.1235785	1.1623048	1.088	0.9419213	1.1304386	1.124	0.8229976	0.7325413	0.7336852	0.8656524	0.7724628	0.7679146	0.7260629	0.6541305	0.7256266	0.5345409	0.808121	1.1132316	1.2011432	1.3720823	1.5094124	1.5156397	1.1035571	   
a23157_18	0.427	0.3707807	0.3018276	0.4693198	0.3799424	0.3779597	0.457	0.6086469	1.103627	1.1329908	1.065	1.401673	1.7713116	1.362	1.7745334	1.7428365	1.5914501	2.077	2.1285783	1.928	2.24616	1.4422943	2.0659464	1.5058351	1.3164044	1.598	1.412882	1.2720796	1.292	1.1953777	1.0748942	0.8628204	0.7252244	0.6140918	0.5872288	0.4733601	0.4304179	0.441114	0.3093513	0.337586	0.3654119	0.3174074	0.3662713	0.3598751	0.4179339	0.4364221	   
a23157_19	0.979	0.9751881	0	1.0271905	1.0728501	0.821872	0.859	1.0242794	1.2129486	1.3827112	1.11	1.1693516	1.5164365	0.788	0.9992273	0.7207306	0.7146181	0.713	0	0.682	0.6734765	0.7407893	1.1412324	0.8564787	1.0073855	1.234	0.9901824	1.3653116	0.992	1.0637282	0.9623398	0.8677554	0.8983548	1.0848955	1.062511	0.8927003	0.8242044	0.8989641	0.9860573	0.8367963	0.869219	0.9443198	0.9334752	0.9902296	1.2009305	0.9421718	   
a23157_2	0.593	0.6648482	0.8333796	0.9943002	0.9803	0.9626556	1.05	1.158087	1.7335274	1.7942874	1.463	1.596565	2.3380175	1.486	1.9496296	2.0640698	2.138374	2.036	1.9262482	2.032	1.9628354	1.6546165	1.8485259	1.2115455	1.412307	1.619	1.2730916	1.1008554	0.991	0.8876939	0.8479095	0.6226454	0.5165059	0.5031243	0.5351835	0.4999121	0.4735905	0.4064465	0.3139006	0.4731418	0.5487248	0.4820377	0.5947604	0.7220424	0.7880319	0.7216876	   
a2386_2	1.194	1.0449275	1.4236201	1.0094804	1.0594547	0.9994369	0.898	1.2208463	1.0671865	1.2223968	1.567	1.183549	1.0821518	1.367	1.5245161	1.0466365	1.0565826	1.058	0	0.969	1.081278	0.7651081	1.1971663	0	0	1.12	0.8071234	1.1116129	1.035	0.9960227	0.9876645	0.7484905	1.037821	1.1700064	1.0949166	1.0282076	1.0740823	1.2432482	1.1282224	1.2408568	1.1836432	0.981197	1.0276264	1.3099912	1.3192611	1.0149088	   
a24704_11	0.437	0.3579952	0.2230171	0.3238433	0.1802291	0.2105413	0.279	0.2226179	0.2563851	0.4162007	0.656	0.464643	0.9625456	0.881	1.1423348	1.197324	1.9465671	1.863	1.9032186	2.636	2.2303682	2.1129331	2.153456	1.8800948	1.703293	1.881	1.4578147	1.3671045	1.194	1.2420193	1.0186169	1.0503542	0.9050877	0.6905839	0.816032	0.7233161	0.6894536	0.7447535	0.5345409	0.64389	0.5936426	0.4306731	0.5109428	0.4423942	0.509829	0.2784464	   
a24704_4	1.138	0.8403588	1.0287291	1.1182715	0.9474204	1.0907561	1.169	1.4541215	1.6593449	1.7649992	1.541	1.556554	1.5705441	1.087	1.4125555	1.0536452	1.0828875	1.033	1.2205603	1.06	1.3785365	1.0943478	1.6274967	1.1979506	1.1573867	1.079	1.0958573	0.9583179	0.959	0.7778607	0.71941	0.6802216	0.768507	0.6992027	0.7286351	0.8789664	1.3658245	1.3293193	1.0326875	0.916305	1.8598372	1.4224065	1.2767828	1.0440962	1.0032931	0.8830729	   
a24704_9	1.194	0.9821621	0.9155437	0.8842441	0.7757157	0.7077232	0.631	0.6299614	0.4789325	0.5611002	0.685	0.4414109	0.5909119	0.45	0.6717636	0.2102618	0.2718179	0.522	0.3536664	0.461	0.4338117	0.4517692	0.6423379	0.3926527	0.4147576	0.625	0.5941094	1.0156915	1.223	1.0554531	1.5532502	1.207455	1.6255029	1.8950656	1.9335344	1.4502946	0	2.6885244	1.5149116	1.526306	1.3596722	1.4513814	1.1217777	1.4658607	1.282755	1.1001475	   
a25290_1	1.844	2.4060065	2.0507509	2.3263589	2.6656853	3.7669134	2.554	3.0574443	4.7463773	6.332416	2.901	3.5157987	4.1420784	2.328	1.9159573	1.8140919	1.3229203	1.043	0.5592864	0.374	0.2926139	0.2469298	0.1569758	0.1175559	0.0672137	0.075	0.0540856	0.0439266	0.036	0.0353573	0.0412699	0.0370133	0.0307788	0.051713	0.0628472	0.0833187	0.1138187	0.1769238	0.2467987	0.5409197	0.688334	0.9680266	1.6533879	1.7627003	2.2545771	1.9877664	   
